stock  init_weight_per_szgroup
10 0.4284646
10 0.6753754
10 1.005548
10 1.432226
10 1.96894
10 2.629478
10 3.42787
10 4.378364
11 0.0001010654
11 0.002986002
11 0.01441544
11 0.04066254
11 0.08822218
11 0.1637475
11 0.2740159
11 0.4259078
11 0.6263916
11 0.8825127
11 1.201385
11 1.590185
11 2.056144
11 2.606547
12 0.0002093131
12 0.004672215
12 0.01979907
12 0.05125304
12 0.1042916
12 0.18391
12 0.2949114
12 0.4419481
12 0.6295489
12 0.8621387
12 1.144053
12 1.479547
12 1.872808
12 2.32796
13 0.00008306781
13 0.002473206
13 0.0119826
13 0.03387978
13 0.07363561
13 0.1368657
13 0.2292999
13 0.3567621
13 0.5251574
13 0.7404618
13 1.008714
13 1.336011
13 1.7285
13 2.192378
14 0.00009857631
14 0.002717701
14 0.01270466
14 0.03508517
14 0.07492568
14 0.137321
14 0.227388
14 0.3502612
14 0.5110906
14 0.7150389
14 0.9672809
14 1.273001
14 1.637395
14 2.065664
15 0.0001023555
15 0.003052155
15 0.01479817
15 0.04186028
15 0.09101274
15 0.169212
15 0.2835578
15 0.4412691
15 0.6496665
15 0.9161598
15 1.248239
15 1.653464
15 2.139464
15 2.713924
16 0.00008041072
16 0.002420543
16 0.01178751
16 0.0334405
16 0.07286374
16 0.1357031
16 0.2277322
16 0.3548303
16 0.522968
16 0.7381954
16 1.006634
16 1.334469
16 1.727945
16 2.193362
17 0.00002982611
17 0.0006085474
17 0.002473257
17 0.006228604
17 0.0124163
17 0.0215387
17 0.03406992
17 0.05046231
17 0.07115065
17 0.0965551
17 0.1270833
17 0.1631321
17 0.2050888
17 0.253332
18 0.0001028737
18 0.002820642
18 0.01315225
18 0.03626019
18 0.07733774
18 0.1415996
18 0.2342771
18 0.3606148
18 0.525869
18 0.7353056
18 0.9941994
18 1.307833
18 1.681496
18 2.120484
19 0.0000946846
19 0.003071301
19 0.01548522
19 0.04494743
19 0.09962432
19 0.1880919
19 0.3192552
19 0.5022968
19 0.7466397
19 1.061921
19 1.457968
19 1.944784
19 2.532534
19 3.231531
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
21 0.0004011474
21 0.009095059
21 0.03882199
21 0.1009782
21 0.2062087
21 0.3646705
21 0.5861612
21 0.8801958
21 1.256057
21 1.722832
21 2.289439
21 2.964646
21 3.75709
21 4.675289
22 0.0001583688
22 0.004345574
22 0.02027004
22 0.05589678
22 0.1192407
22 0.2183515
22 0.3613057
22 0.5562014
22 0.8111555
22 1.134301
22 1.533784
22 2.017765
22 2.594415
22 3.271916
23 0.0001583688
23 0.004345574
23 0.02027004
23 0.05589678
23 0.1192407
23 0.2183515
23 0.3613057
23 0.5562014
23 0.8111555
23 1.134301
23 1.533784
23 2.017765
23 2.594415
23 3.271916
24 0.0006737554
24 0.01599716
24 0.06976423
24 0.1840433
24 0.3798249
24 0.6773878
24 1.096481
24 1.656431
24 2.376219
24 3.27453
24 4.369789
24 5.6802
24 7.22376
24 9.018286
25 0.0006737554
25 0.01599716
25 0.06976423
25 0.1840433
25 0.3798249
25 0.6773878
25 1.096481
25 1.656431
25 2.376219
25 3.27453
25 4.369789
25 5.6802
25 7.22376
25 9.018286
26 0.0001197931
26 0.003320829
26 0.01556385
26 0.04305349
26 0.09205793
26 0.1688898
26 0.2798959
26 0.4314513
26 0.6299548
26 0.8818257
26 1.193502
26 1.571436
26 2.022099
26 2.551972
27 0.0001583688
27 0.004345574
27 0.02027004
27 0.05589678
27 0.1192407
27 0.2183515
27 0.3613057
27 0.5562014
27 0.8111555
27 1.134301
27 1.533784
27 2.017765
27 2.594415
27 3.271916
28 0.0001583688
28 0.004345574
28 0.02027004
28 0.05589678
28 0.1192407
28 0.2183515
28 0.3613057
28 0.5562014
28 0.8111555
28 1.134301
28 1.533784
28 2.017765
28 2.594415
28 3.271916
29 0.0001583688
29 0.004345574
29 0.02027004
29 0.05589678
29 0.1192407
29 0.2183515
29 0.3613057
29 0.5562014
29 0.8111555
29 1.134301
29 1.533784
29 2.017765
29 2.594415
29 3.271916
30 0.0001357655
30 0.003763606
30 0.01763903
30 0.04879395
30 0.1043323
30 0.1914084
30 0.3172154
30 0.4889782
30 0.7139488
30 0.9994024
30 1.352635
30 1.780961
30 2.291712
30 2.892235
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
31 0
32 0.0000712411
32 0.003771983
32 0.02388412
32 0.08055079
32 0.1997141
32 0.4123655
32 0.7540635
32 1.264586
32 1.987662
32 2.970759
32 4.264901
32 5.924521
32 8.007332
32 10.57421
33 0.00006275714
33 0.001335032
33 0.005532184
33 0.01411143
33 0.02840011
33 0.04964311
33 0.07902554
33 0.1176861
33 0.1667257
33 0.2272136
33 0.3001922
33 0.38668
33 0.4876746
33 0.6041551
34 0.00009046068
34 0.002488483
34 0.01162124
34 0.0320716
34 0.06845568
34 0.1254127
34 0.2075998
34 0.3196886
34 0.4663632
34 0.6523182
34 0.8822577
34 1.160894
34 1.492949
34 1.883148
35 0.0001412456
35 0.003885526
35 0.01814544
35 0.05007671
35 0.1068869
35 0.1958199
35 0.3241471
35 0.4991629
35 0.7281811
35 1.018532
35 1.37756
35 1.812625
35 2.331095
35 2.940353
36 0.0001018703
36 0.003100398
36 0.01517558
36 0.04319737
36 0.0943599
36 0.1760911
36 0.2960039
36 0.4618652
36 0.6815743
36 0.9631467
36 1.314702
36 1.744453
36 2.2607
36 2.871821
37 0.00007837015
37 0.002694518
37 0.01395835
37 0.04124453
37 0.09264278
37 0.1767808
37 0.302725
37 0.4799152
37 0.7181187
37 1.027395
37 1.418067
37 1.900703
37 2.486094
37 3.185239
38 0.0002848603
38 0.007862091
38 0.03677234
38 0.1015846
38 0.2169923
38 0.3977753
38 0.6587806
38 1.01491
38 1.481111
38 2.072372
38 2.803717
38 3.6902
38 4.746907
38 5.988946
39 0.0002848603
39 0.007862091
39 0.03677234
39 0.1015846
39 0.2169923
39 0.3977753
39 0.6587806
39 1.01491
39 1.481111
39 2.072372
39 2.803717
39 3.6902
39 4.746907
39 5.988946
40 0.0002848603
40 0.007862091
40 0.03677234
40 0.1015846
40 0.2169923
40 0.3977753
40 0.6587806
40 1.01491
40 1.481111
40 2.072372
40 2.803717
40 3.6902
40 4.746907
40 5.988946
41 0.0001299459
41 0.00323459
41 0.01441945
41 0.03859396
41 0.08051486
41 0.1448363
41 0.2361352
41 0.3589265
41 0.5176736
41 0.7167959
41 0.9606742
41 1.253655
41 1.600055
41 2.004162
42 0.0003721802
42 0.006334701
42 0.02366442
42 0.05637755
42 0.1078199
42 0.1809449
42 0.2784371
42 0.4027808
42 0.5563031
42 0.7412037
42 0.9595753
42 1.21342
42 1.50466
42 1.835151
43 0.0001468157
43 0.003723407
43 0.01674331
43 0.04507089
43 0.09442964
43 0.1704478
43 0.2786814
43 0.4246286
43 0.6137391
43 0.8514213
43 1.143047
43 1.493956
43 1.909458
43 2.394838
44 0.0000379374
44 0.001570477
44 0.008869047
44 0.0277399
44 0.06501229
44 0.1283357
44 0.2260589
44 0.3671478
44 0.5611242
44 0.8180193
44 1.148336
44 1.563015
44 2.073415
44 2.691283
